model_id,mode,pearson_r,mae,bias_model_minus_human,slope
gpt-5.6-luna,ORIG,0.7776668912632118,0.6199119999999999,0.3088159999999999,0.8235681071481022
google/gemma-3-12b-it,ORIG,0.6402469432971583,1.186496,0.19081599999999999,1.1411598652426254
deepseek/deepseek-v4-flash,ORIG,0.5488178211758419,0.6999360000000001,0.193816,0.47030828501391153
google/gemma-4-31b-it,ORIG,0.4880091640967146,0.930984,0.594816,0.4874196619728573
z-ai/glm-5.2,ORIG,0.6281695742666508,0.865644,0.565816,0.6698776049010076
moonshotai/kimi-k3,ORIG,0.6918198235713622,0.6679600000000001,0.125816,0.8212399649910265
deepseek/deepseek-v4-flash,T,0.5943783794234444,0.7694840000000001,0.503316,0.5557420809194896
google/gemma-4-31b-it,T,0.6421068219555699,0.8146439999999999,0.6468160000000001,0.5893922935425526
